work_year,job_title,job_category,currency,salary,salary_dollar_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_euro,cost_of_living_index,salary_adjusted_coli
2022,Machine Learning Engineer,Machine Learning and AI,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,165600.0,100.0,180000.0
2022,Data Engineer,Data Engineering,USD,260000,260000,United States,Senior,Full-time,In-person,United States,M,239200.0,100.0,260000.0
2022,Data Engineer,Data Engineering,USD,180000,180000,United States,Senior,Full-time,In-person,United States,M,165600.0,100.0,180000.0
2022,Analytics Engineer,Leadership and Management,USD,210000,210000,United States,Executive,Full-time,Remote,United States,M,193200.0,100.0,210000.0
2022,Analytics Engineer,Leadership and Management,USD,157000,157000,United States,Executive,Full-time,Remote,United States,M,144440.0,100.0,157000.0
2022,Data Analyst,Data Analysis,USD,80000,80000,United States,Mid-level,Full-time,In-person,United States,M,73600.0,100.0,80000.0
2022,Data Analyst,Data Analysis,USD,52500,52500,United States,Mid-level,Full-time,In-person,United States,M,48300.0,100.0,52500.0
2022,Data Architect,Data Architecture and Modeling,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M,117760.0,100.0,128000.0
2022,Data Architect,Data Architecture and Modeling,USD,81500,81500,United States,Senior,Full-time,In-person,United States,M,74980.0,100.0,81500.0
2022,Data Operations Engineer,Data Quality and Operations,USD,105000,105000,United States,Senior,Full-time,In-person,United States,M,96600.0,100.0,105000.0
2022,Data Operations Engineer,Data Quality and Operations,USD,70000,70000,United States,Senior,Full-time,In-person,United States,M,64400.0,100.0,70000.0
2022,Data Scientist,Data Science and Research,USD,175000,175000,United States,Senior,Full-time,In-person,United States,M,161000.0,100.0,175000.0
2022,Data Scientist,Data Science and Research,USD,122500,122500,United States,Senior,Full-time,In-person,United States,M,112700.0,100.0,122500.0
2022,Data Engineer,Data Engineering,USD,171000,171000,United States,Senior,Full-time,In-person,United States,M,157320.0,100.0,171000.0
2022,Data Engineer,Data Engineering,USD,117000,117000,United States,Senior,Full-time,In-person,United States,M,107640.0,100.0,117000.0
2022,Data Scientist,Data Science and Research,USD,202800,202800,United States,Senior,Full-time,In-person,United States,L,186576.0,100.0,202800.0
2022,Data Scientist,Data Science and Research,USD,104300,104300,United States,Senior,Full-time,In-person,United States,L,95956.0,100.0,104300.0
2022,Data Analyst,Data Analysis,EUR,35000,36773,Spain,Senior,Full-time,In-person,Spain,M,33831.16,62.8,58555.73
2022,Data Scientist,Data Science and Research,USD,30000,30000,Mexico,Mid-level,Full-time,Remote,Mexico,L,27600.0,33.5,89552.24
2022,Analytics Engineer,Leadership and Management,USD,78000,78000,Brazil,Mid-level,Full-time,Remote,Brazil,M,71760.0,37.5,208000.0
2022,Analytics Engineer,Leadership and Management,USD,48000,48000,Brazil,Mid-level,Full-time,Remote,Brazil,M,44160.0,37.5,128000.0
2022,Data Engineer,Data Engineering,USD,78000,78000,Brazil,Mid-level,Full-time,Remote,Brazil,M,71760.0,37.5,208000.0
2022,Data Engineer,Data Engineering,USD,42000,42000,Brazil,Mid-level,Full-time,Remote,Brazil,M,38640.0,37.5,112000.0
2022,Data Architect,Data Architecture and Modeling,USD,345600,345600,United States,Senior,Full-time,In-person,United States,M,317952.0,100.0,345600.0
2022,Data Architect,Data Architecture and Modeling,USD,230400,230400,United States,Senior,Full-time,In-person,United States,M,211968.0,100.0,230400.0
2022,BI Analyst,BI and Visualization,USD,78000,78000,Brazil,Mid-level,Full-time,Remote,Brazil,M,71760.0,37.5,208000.0
2022,BI Analyst,BI and Visualization,USD,48000,48000,Brazil,Mid-level,Full-time,Remote,Brazil,M,44160.0,37.5,128000.0
2022,Data Analyst,Data Analysis,USD,175950,175950,United States,Senior,Full-time,Remote,United States,M,161874.0,100.0,175950.0
2022,Data Analyst,Data Analysis,USD,130050,130050,United States,Senior,Full-time,Remote,United States,M,119646.0,100.0,130050.0
2022,Data Engineer,Data Engineering,USD,205600,205600,United States,Senior,Full-time,In-person,United States,L,189152.0,100.0,205600.0
2022,Data Engineer,Data Engineering,USD,105700,105700,United States,Senior,Full-time,In-person,United States,L,97244.0,100.0,105700.0
2022,Data Analyst,Data Analysis,USD,236600,236600,United States,Senior,Full-time,Remote,United States,M,217672.0,100.0,236600.0
2022,Data Scientist,Data Science and Research,USD,84000,84000,Brazil,Mid-level,Full-time,Remote,Brazil,M,77280.0,37.5,224000.0
2022,Data Scientist,Data Science and Research,USD,54000,54000,Brazil,Mid-level,Full-time,Remote,Brazil,M,49680.0,37.5,144000.0
2022,Data Scientist,Data Science and Research,USD,80000,80000,United States,Entry-level,Full-time,Remote,United States,L,73600.0,100.0,80000.0
2022,Marketing Data Analyst,Data Analysis,USD,200000,200000,United Kingdom,Senior,Full-time,Remote,United Kingdom,S,184000.0,82.7,241837.97
2022,Data Scientist,Data Science and Research,CAD,96000,73742,Canada,Entry-level,Full-time,Remote,Canada,L,67842.64,79.3,92991.17
2022,Data Science Lead,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,Hybrid,United States,S,151800.0,100.0,165000.0
2022,Data Scientist,Data Science and Research,GBP,27000,33246,United Kingdom,Entry-level,Full-time,Hybrid,United Kingdom,L,30586.32,82.7,40200.73
2021,Data Engineer,Data Engineering,AUD,100000,75050,Australia,Mid-level,Full-time,Hybrid,Australia,L,69046.0,76.8,97721.35
2022,Machine Learning Engineer,Machine Learning and AI,USD,108000,108000,United States,Entry-level,Full-time,In-person,United States,S,99360.0,100.0,108000.0
2022,Data Scientist,Data Science and Research,USD,155000,155000,United States,Senior,Full-time,Remote,United States,M,142600.0,100.0,155000.0
2022,Data Scientist,Data Science and Research,USD,38000,38000,United States,Senior,Full-time,Remote,United States,M,34960.0,100.0,38000.0
2022,Data Analyst,Data Analysis,USD,85000,85000,United States,Mid-level,Full-time,In-person,United States,M,78200.0,100.0,85000.0
2022,Data Analyst,Data Analysis,USD,65000,65000,United States,Mid-level,Full-time,In-person,United States,M,59800.0,100.0,65000.0
2022,Data Engineer,Data Engineering,GBP,90000,110820,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,101954.4,82.7,134002.42
2022,Data Engineer,Data Engineering,GBP,75000,92350,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,84962.0,82.7,111668.68
2022,Data Scientist,Data Science and Research,USD,153600,153600,United States,Senior,Full-time,Remote,United States,M,141312.0,100.0,153600.0
2022,Data Scientist,Data Science and Research,USD,106800,106800,United States,Senior,Full-time,Remote,United States,M,98256.0,100.0,106800.0
2022,Data Scientist,Data Science and Research,USD,50000,50000,United States,Senior,Full-time,Remote,United States,M,46000.0,100.0,50000.0
2022,Data Scientist,Data Science and Research,USD,123400,123400,United States,Senior,Full-time,In-person,United States,M,113528.0,100.0,123400.0
2022,Data Scientist,Data Science and Research,USD,88100,88100,United States,Senior,Full-time,In-person,United States,M,81052.0,100.0,88100.0
2022,Data Scientist,Data Science and Research,USD,120000,120000,United States,Senior,Full-time,Remote,United States,S,110400.0,100.0,120000.0
2022,Data Scientist,Data Science and Research,USD,55000,55000,United States,Senior,Full-time,Remote,United States,S,50600.0,100.0,55000.0
2022,Analytics Engineer,Leadership and Management,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M,138000.0,100.0,150000.0
2022,Analytics Engineer,Leadership and Management,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M,110400.0,100.0,120000.0
2022,Data Science Consultant,Data Science and Research,USD,139000,139000,United States,Senior,Full-time,In-person,United States,M,127880.0,100.0,139000.0
2022,Data Analyst,Data Analysis,USD,139600,139600,United States,Senior,Full-time,In-person,United States,M,128432.0,100.0,139600.0
2022,Data Analyst,Data Analysis,USD,85700,85700,United States,Senior,Full-time,In-person,United States,M,78844.0,100.0,85700.0
2022,Data Engineer,Data Engineering,USD,185000,185000,United States,Senior,Full-time,Remote,United States,M,170200.0,100.0,185000.0
2022,Data Engineer,Data Engineering,USD,50000,50000,United States,Senior,Full-time,Remote,United States,M,46000.0,100.0,50000.0
2022,Data Scientist,Data Science and Research,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2022,ML Engineer,Machine Learning and AI,USD,148500,148500,United States,Mid-level,Full-time,Remote,United States,L,136620.0,100.0,148500.0
2022,ML Engineer,Machine Learning and AI,USD,98200,98200,United States,Mid-level,Full-time,Remote,United States,L,90344.0,100.0,98200.0
2022,Data Analyst,Data Analysis,USD,115000,115000,United States,Senior,Full-time,Remote,United States,M,105800.0,100.0,115000.0
2022,Data Analyst,Data Analysis,USD,95000,95000,United States,Senior,Full-time,Remote,United States,M,87400.0,100.0,95000.0
2022,Data Architect,Data Architecture and Modeling,USD,225000,225000,United States,Senior,Full-time,Remote,United States,M,207000.0,100.0,225000.0
2022,Data Architect,Data Architecture and Modeling,USD,66000,66000,United States,Senior,Full-time,Remote,United States,M,60720.0,100.0,66000.0
2022,Data Manager,Leadership and Management,USD,134000,134000,United States,Mid-level,Full-time,In-person,United States,M,123280.0,100.0,134000.0
2022,Data Manager,Leadership and Management,USD,98000,98000,United States,Mid-level,Full-time,In-person,United States,M,90160.0,100.0,98000.0
2022,Data Analyst,Data Analysis,USD,105000,105000,United States,Mid-level,Full-time,In-person,United States,M,96600.0,100.0,105000.0
2022,Data Analyst,Data Analysis,USD,62000,62000,United States,Mid-level,Full-time,In-person,United States,M,57040.0,100.0,62000.0
2022,BI Data Analyst,Data Analysis,USD,57000,57000,United States,Entry-level,Full-time,Remote,United States,L,52440.0,100.0,57000.0
2022,Big Data Engineer,Data Engineering,CAD,210000,161311,Canada,Senior,Full-time,Hybrid,Canada,M,148406.12,79.3,203418.66
2022,Data Scientist,Data Science and Research,USD,144200,144200,United States,Mid-level,Full-time,Remote,United States,M,132664.0,100.0,144200.0
2022,Data Scientist,Data Science and Research,USD,115360,115360,United States,Mid-level,Full-time,Remote,United States,M,106131.2,100.0,115360.0
2022,Data Scientist,Data Science and Research,AUD,120000,83171,Australia,Mid-level,Full-time,In-person,Australia,L,76517.32,76.8,108295.57
2022,Data Engineer,Data Engineering,EUR,70000,73546,Portugal,Senior,Full-time,In-person,Portugal,M,67662.32,62.4,117862.18
2022,Data Engineer,Data Engineering,EUR,40000,42026,Portugal,Senior,Full-time,In-person,Portugal,M,38663.92,62.4,67349.36
2022,Data Architect,Data Architecture and Modeling,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,165600.0,100.0,180000.0
2022,Data Architect,Data Architecture and Modeling,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M,147200.0,100.0,160000.0
2022,Data Scientist,Data Science and Research,USD,108000,108000,United States,Mid-level,Full-time,Hybrid,United States,L,99360.0,100.0,108000.0
2022,Machine Learning Manager,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2022,Machine Learning Manager,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,138000.0,100.0,150000.0
2022,Data Manager,Leadership and Management,CAD,164000,125976,Canada,Executive,Full-time,Hybrid,Canada,L,115897.92,79.3,158860.03
2022,Data Engineer,Data Engineering,USD,188700,188700,United States,Senior,Full-time,Remote,United States,M,173604.0,100.0,188700.0
2022,Data Engineer,Data Engineering,USD,160395,160395,United States,Senior,Full-time,Remote,United States,M,147563.4,100.0,160395.0
2022,Data Scientist,Data Science and Research,USD,198440,198440,United States,Senior,Full-time,Remote,United States,M,182564.8,100.0,198440.0
2022,Data Scientist,Data Science and Research,USD,144000,144000,United States,Senior,Full-time,Remote,United States,M,132480.0,100.0,144000.0
2022,Applied Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,176157.0,100.0,191475.0
2022,Applied Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,130203.0,100.0,141525.0
2022,Data Scientist,Data Science and Research,EUR,72000,75648,Germany,Mid-level,Full-time,Remote,Germany,S,69596.16,78.5,96366.88
2022,Lead Data Scientist,Data Science and Research,USD,156868,156868,United States,Senior,Full-time,Remote,United States,L,144318.56,100.0,156868.0
2022,BI Analyst,BI and Visualization,USD,200000,200000,Nigeria,Senior,Full-time,Remote,Nigeria,S,184000.0,21.5,930232.56
2022,Lead Machine Learning Engineer,Machine Learning and AI,EUR,66000,69344,Portugal,Senior,Full-time,Remote,Portugal,L,63796.48,62.4,111128.21
2022,Data Analyst,Data Analysis,USD,90000,90000,United States,Senior,Contract,Remote,United States,M,82800.0,100.0,90000.0
2022,Research Scientist,Data Science and Research,EUR,120000,126080,Germany,Mid-level,Full-time,In-person,Germany,S,115993.6,78.5,160611.46
2022,Research Scientist,Data Science and Research,EUR,80000,84053,Germany,Mid-level,Full-time,In-person,Germany,S,77328.76,78.5,107073.89
2022,Data Engineer,Data Engineering,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2022,Data Engineer,Data Engineering,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,165600.0,100.0,180000.0
2022,Analytics Engineer,Leadership and Management,USD,108000,108000,United States,Mid-level,Full-time,Remote,United States,M,99360.0,100.0,108000.0
2022,Analytics Engineer,Leadership and Management,USD,85000,85000,United States,Mid-level,Full-time,Remote,United States,M,78200.0,100.0,85000.0
2022,Data Engineer,Data Engineering,USD,165000,165000,United States,Senior,Full-time,Remote,United States,M,151800.0,100.0,165000.0
2022,Data Engineer,Data Engineering,USD,132000,132000,United States,Senior,Full-time,Remote,United States,M,121440.0,100.0,132000.0
2022,Analytics Engineer,Leadership and Management,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,119600.0,100.0,130000.0
2022,Analytics Engineer,Leadership and Management,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M,101200.0,100.0,110000.0
2022,BI Data Analyst,Data Analysis,AUD,65000,45050,Australia,Mid-level,Full-time,Hybrid,Australia,L,41446.0,76.8,58658.85
2021,Data Analyst,Data Analysis,AUD,56000,42028,Australia,Entry-level,Full-time,Hybrid,Australia,L,38665.76,76.8,54723.96
2022,Data Analytics Engineer,Leadership and Management,USD,135000,135000,United States,Mid-level,Full-time,Remote,United States,L,124200.0,100.0,135000.0
2022,Data Engineer,Data Engineering,USD,178800,178800,United States,Senior,Full-time,Remote,United States,L,164496.0,100.0,178800.0
2022,Data Engineer,Data Engineering,USD,132100,132100,United States,Senior,Full-time,Remote,United States,L,121532.0,100.0,132100.0
2022,Data Analyst,Data Analysis,USD,20000,20000,Costa Rica,Entry-level,Full-time,Hybrid,United States,M,18400.0,100.0,20000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,140000,140000,Canada,Senior,Full-time,In-person,Canada,M,128800.0,79.3,176544.77
2022,Machine Learning Engineer,Machine Learning and AI,USD,110000,110000,Canada,Senior,Full-time,In-person,Canada,M,101200.0,79.3,138713.75
2022,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M,147200.0,100.0,160000.0
2022,Data Engineer,Data Engineering,USD,85000,85000,United States,Senior,Full-time,Remote,United States,M,78200.0,100.0,85000.0
2022,ETL Developer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,Remote,United States,M,230000.0,100.0,250000.0
2022,ETL Developer,Data Engineering,USD,63000,63000,United States,Senior,Full-time,Remote,United States,M,57960.0,100.0,63000.0
2022,Data Engineer,Data Engineering,USD,187200,187200,United States,Executive,Full-time,Remote,United States,M,172224.0,100.0,187200.0
2022,Data Engineer,Data Engineering,USD,116100,116100,United States,Executive,Full-time,Remote,United States,M,106812.0,100.0,116100.0
2022,Data Engineer,Data Engineering,USD,145000,145000,United States,Senior,Full-time,Remote,United States,M,133400.0,100.0,145000.0
2022,Data Engineer,Data Engineering,USD,229998,229998,United States,Senior,Full-time,In-person,United States,L,211598.16,100.0,229998.0
2022,Data Engineer,Data Engineering,USD,154545,154545,United States,Senior,Full-time,In-person,United States,L,142181.4,100.0,154545.0
2022,Data Scientist,Data Science and Research,USD,215000,215000,United States,Senior,Full-time,In-person,United States,L,197800.0,100.0,215000.0
2022,Data Scientist,Data Science and Research,USD,159000,159000,United States,Senior,Full-time,In-person,United States,L,146280.0,100.0,159000.0
2022,AI Scientist,Machine Learning and AI,USD,50000,50000,United States,Entry-level,Full-time,Remote,United States,M,46000.0,100.0,50000.0
2022,Data Scientist Lead,Data Science and Research,USD,183000,183000,United States,Senior,Full-time,Remote,United States,L,168360.0,100.0,183000.0
2022,Data Analyst,Data Analysis,USD,99750,99750,United States,Senior,Full-time,Remote,United States,M,91770.0,100.0,99750.0
2022,Data Analyst,Data Analysis,USD,68400,68400,United States,Senior,Full-time,Remote,United States,M,62928.0,100.0,68400.0
2022,Data Scientist,Data Science and Research,USD,236900,236900,United States,Senior,Full-time,Remote,United States,L,217948.0,100.0,236900.0
2022,Data Scientist,Data Science and Research,USD,159200,159200,United States,Senior,Full-time,Remote,United States,L,146464.0,100.0,159200.0
2022,Data Science Manager,Data Science and Research,USD,243225,243225,United States,Senior,Full-time,Remote,United States,M,223767.0,100.0,243225.0
2022,Data Science Manager,Data Science and Research,USD,179775,179775,United States,Senior,Full-time,Remote,United States,M,165393.0,100.0,179775.0
2022,Data Scientist,Data Science and Research,USD,128000,128000,United States,Senior,Full-time,Remote,United States,M,117760.0,100.0,128000.0
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,176157.0,100.0,191475.0
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,130203.0,100.0,141525.0
2022,Data Scientist,Data Science and Research,USD,218000,218000,United States,Senior,Full-time,In-person,United States,M,200560.0,100.0,218000.0
2022,Data Scientist,Data Science and Research,USD,145300,145300,United States,Senior,Full-time,In-person,United States,M,133676.0,100.0,145300.0
2022,ML Engineer,Machine Learning and AI,USD,195400,195400,United States,Senior,Full-time,Remote,United States,L,179768.0,100.0,195400.0
2022,ML Engineer,Machine Learning and AI,USD,131300,131300,United States,Senior,Full-time,Remote,United States,L,120796.0,100.0,131300.0
2022,Data Specialist,Data Management and Strategy,USD,105000,105000,Chile,Entry-level,Full-time,Remote,United States,L,96600.0,100.0,105000.0
2022,Data Scientist,Data Science and Research,USD,207000,207000,United States,Senior,Full-time,Remote,United States,M,190440.0,100.0,207000.0
2022,Data Scientist,Data Science and Research,USD,153000,153000,United States,Senior,Full-time,Remote,United States,M,140760.0,100.0,153000.0
2022,Data Analyst,Data Analysis,USD,99000,99000,United States,Senior,Full-time,In-person,United States,M,91080.0,100.0,99000.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Puerto Rico,Senior,Full-time,Remote,Puerto Rico,M,184000.0,71.3,280504.91
2022,Machine Learning Engineer,Machine Learning and AI,USD,135000,135000,Puerto Rico,Senior,Full-time,Remote,Puerto Rico,M,124200.0,71.3,189340.81
2022,Data Engineer,Data Engineering,USD,195700,195700,United States,Senior,Full-time,In-person,United States,M,180044.0,100.0,195700.0
2022,Data Engineer,Data Engineering,USD,130500,130500,United States,Senior,Full-time,In-person,United States,M,120060.0,100.0,130500.0
2022,ML Engineer,Machine Learning and AI,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,119600.0,100.0,130000.0
2022,ML Engineer,Machine Learning and AI,USD,84000,84000,United States,Senior,Full-time,Remote,United States,M,77280.0,100.0,84000.0
2022,Data Operations Engineer,Data Quality and Operations,USD,100000,100000,United States,Mid-level,Full-time,Remote,United States,M,92000.0,100.0,100000.0
2022,Data Operations Engineer,Data Quality and Operations,USD,60000,60000,United States,Mid-level,Full-time,Remote,United States,M,55200.0,100.0,60000.0
2022,Data Engineer,Data Engineering,GBP,65000,80036,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,73633.12,82.7,96778.72
2022,Data Engineer,Data Engineering,GBP,55000,67723,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,62305.16,82.7,81889.96
2022,Data Engineer,Data Engineering,USD,141300,141300,United States,Senior,Full-time,In-person,United States,M,129996.0,100.0,141300.0
2022,Data Engineer,Data Engineering,USD,102100,102100,United States,Senior,Full-time,In-person,United States,M,93932.0,100.0,102100.0
2022,Business Data Analyst,Data Analysis,USD,150000,150000,United States,Mid-level,Full-time,Remote,United States,L,138000.0,100.0,150000.0
2022,Data Scientist,Data Science and Research,GBP,83000,102200,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,94024.0,82.7,123579.2
2022,Data Analyst,Data Analysis,USD,144000,144000,United States,Senior,Full-time,Remote,United States,M,132480.0,100.0,144000.0
2022,Data Analyst,Data Analysis,USD,113000,113000,United States,Senior,Full-time,Remote,United States,M,103960.0,100.0,113000.0
2022,AI Scientist,Machine Learning and AI,EUR,30000,31520,Portugal,Entry-level,Full-time,Remote,Spain,M,28998.4,62.8,50191.08
2022,Data Architect,Data Architecture and Modeling,USD,195400,195400,United States,Senior,Full-time,Remote,United States,L,179768.0,100.0,195400.0
2022,Data Architect,Data Architecture and Modeling,USD,131300,131300,United States,Senior,Full-time,Remote,United States,L,120796.0,100.0,131300.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,195400,195400,United States,Senior,Full-time,Remote,United States,L,179768.0,100.0,195400.0
2022,Machine Learning Engineer,Machine Learning and AI,USD,131300,131300,United States,Senior,Full-time,Remote,United States,L,120796.0,100.0,131300.0
2022,Data Engineer,Data Engineering,USD,80000,80000,United States,Senior,Full-time,Remote,United States,M,73600.0,100.0,80000.0
2022,NLP Engineer,Machine Learning and AI,USD,60000,60000,India,Mid-level,Contract,Remote,United States,S,55200.0,100.0,60000.0
2022,Machine Learning Engineer,Machine Learning and AI,EUR,60000,63040,Finland,Senior,Full-time,Hybrid,Finland,S,57996.8,83.7,75316.61
2022,Business Data Analyst,Data Analysis,USD,50000,50000,India,Entry-level,Full-time,Remote,American Samoa,L,46000.0,65.2,76687.12
2022,Data Engineer,Data Engineering,USD,105000,105000,United States,Senior,Full-time,Remote,United States,M,96600.0,100.0,105000.0
2022,Analytics Engineer,Leadership and Management,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M,174800.0,100.0,190000.0
2022,Analytics Engineer,Leadership and Management,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M,128800.0,100.0,140000.0
2022,Data Scientist,Data Science and Research,USD,180000,180000,United States,Senior,Full-time,Remote,United States,L,165600.0,100.0,180000.0
2022,Data Scientist,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,Remote,United States,L,151800.0,100.0,165000.0
2022,Applied Machine Learning Scientist,Machine Learning and AI,USD,108000,108000,United States,Senior,Full-time,In-person,United States,L,99360.0,100.0,108000.0
2021,Machine Learning Research Engineer,Data Science and Research,USD,20000,20000,France,Entry-level,Full-time,Hybrid,France,M,18400.0,79.8,25062.66
2022,Data Scientist,Data Science and Research,USD,179400,179400,United States,Senior,Full-time,In-person,United States,M,165048.0,100.0,179400.0
2022,Data Scientist,Data Science and Research,USD,154000,154000,United States,Senior,Full-time,In-person,United States,M,141680.0,100.0,154000.0
2022,Machine Learning Scientist,Machine Learning and AI,USD,193900,193900,United States,Senior,Full-time,In-person,United States,M,178388.0,100.0,193900.0
2022,Machine Learning Scientist,Machine Learning and AI,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,118956.0,100.0,129300.0
2022,Data Science Manager,Data Science and Research,USD,222640,222640,United States,Executive,Full-time,In-person,United States,M,204828.8,100.0,222640.0
2022,Data Science Manager,Data Science and Research,USD,182160,182160,United States,Executive,Full-time,In-person,United States,M,167587.2,100.0,182160.0
2022,Data Engineer,Data Engineering,USD,150000,150000,United States,Mid-level,Full-time,In-person,United States,M,138000.0,100.0,150000.0
2022,Data Engineer,Data Engineering,USD,100000,100000,United States,Mid-level,Full-time,In-person,United States,M,92000.0,100.0,100000.0
2022,Analytics Engineer,Leadership and Management,USD,122500,122500,United States,Senior,Full-time,Remote,United States,M,112700.0,100.0,122500.0
2022,Analytics Engineer,Leadership and Management,USD,100000,100000,United States,Senior,Full-time,Remote,United States,M,92000.0,100.0,100000.0
2022,Data Engineer,Data Engineering,USD,297500,297500,United States,Executive,Full-time,Remote,United States,M,273700.0,100.0,297500.0
2022,Data Engineer,Data Engineering,USD,260000,260000,United States,Executive,Full-time,Remote,United States,M,239200.0,100.0,260000.0
2021,Machine Learning Developer,Machine Learning and AI,USD,15000,15000,Thailand,Entry-level,Full-time,Remote,Thailand,L,13800.0,38.9,38560.41
2022,Data Engineer,Data Engineering,USD,193000,193000,Spain,Senior,Full-time,Remote,United States,M,177560.0,100.0,193000.0
2022,Data Scientist,Data Science and Research,USD,93000,93000,United States,Entry-level,Full-time,In-person,United States,M,85560.0,100.0,93000.0
2022,Data Scientist,Data Science and Research,USD,73000,73000,United States,Entry-level,Full-time,In-person,United States,M,67160.0,100.0,73000.0
2022,Data Scientist,Data Science and Research,USD,136994,136994,United States,Senior,Full-time,Remote,United States,M,126034.48,100.0,136994.0
2022,Data Scientist,Data Science and Research,USD,101570,101570,United States,Senior,Full-time,Remote,United States,M,93444.4,100.0,101570.0
2022,Director of Data Science,Data Science and Research,EUR,55000,57786,France,Senior,Full-time,Hybrid,France,L,53163.12,79.8,72413.53
2022,Data Analyst,Data Analysis,USD,136000,136000,United States,Mid-level,Full-time,Remote,United States,M,125120.0,100.0,136000.0
2022,Data Analyst,Data Analysis,USD,112000,112000,United States,Mid-level,Full-time,Remote,United States,M,103040.0,100.0,112000.0
2022,Data Scientist,Data Science and Research,USD,172000,172000,United States,Senior,Full-time,Remote,United States,M,158240.0,100.0,172000.0
2022,Data Engineer,Data Engineering,USD,215000,215000,United States,Senior,Full-time,In-person,United States,M,197800.0,100.0,215000.0
2022,Data Engineer,Data Engineering,USD,164000,164000,United States,Senior,Full-time,In-person,United States,M,150880.0,100.0,164000.0
2021,Data Engineer,Data Engineering,GBP,33000,45390,United Kingdom,Entry-level,Full-time,Hybrid,United Kingdom,L,41758.8,82.7,54885.13
2022,Data Analyst,Data Analysis,USD,97500,97500,United States,Mid-level,Full-time,Remote,United States,L,89700.0,100.0,97500.0
2022,Applied Scientist,Data Science and Research,USD,212800,212800,United States,Senior,Full-time,Remote,United States,M,195776.0,100.0,212800.0
2022,Applied Scientist,Data Science and Research,USD,142800,142800,United States,Senior,Full-time,Remote,United States,M,131376.0,100.0,142800.0
2022,Data Scientist,Data Science and Research,EUR,70000,73546,Netherlands,Mid-level,Full-time,Hybrid,Netherlands,L,67662.32,82.6,89038.74
2022,Data Scientist,Data Science and Research,USD,50000,50000,United States,Entry-level,Full-time,Hybrid,Germany,M,46000.0,78.5,63694.27
2022,Data Scientist,Data Science and Research,USD,151800,151800,United States,Senior,Full-time,In-person,United States,M,139656.0,100.0,151800.0
2022,Data Scientist,Data Science and Research,USD,130240,130240,United States,Senior,Full-time,In-person,United States,M,119820.8,100.0,130240.0
2022,Analytics Engineer,Leadership and Management,USD,165000,165000,United States,Senior,Full-time,Remote,United States,M,151800.0,100.0,165000.0
2022,Analytics Engineer,Leadership and Management,USD,140250,140250,United States,Senior,Full-time,Remote,United States,M,129030.0,100.0,140250.0
2022,Data Scientist,Data Science and Research,USD,179400,179400,United States,Senior,Full-time,Remote,United States,M,165048.0,100.0,179400.0
2022,Data Scientist,Data Science and Research,USD,154000,154000,United States,Senior,Full-time,Remote,United States,M,141680.0,100.0,154000.0
2022,Financial Data Analyst,Data Analysis,USD,75000,75000,United States,Mid-level,Full-time,In-person,United States,M,69000.0,100.0,75000.0
2022,Data Engineer,Data Engineering,EUR,80000,84053,Greece,Mid-level,Full-time,Remote,Greece,M,77328.76,56.1,149827.09
2022,Data Engineer,Data Engineering,EUR,70000,73546,Greece,Mid-level,Full-time,Remote,Greece,M,67662.32,56.1,131098.04
